network,scenario_id,true_source,horizon_h,method,n_total_nodes,sensor_design,sensor_count,n_ge_true_source,n_gt_true_source,specificity_pct,in_tied_argmax,top1_correct,posterior_true_source,nll_true_source,posterior_entropy,top1_top2_margin,candidate_set_size_q25
Net3,14,111,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,14,111,4,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.4615682182462009,0.773125417444999,0.909902803757219,0.02429306411822091,2
Net3,14,111,4,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,14,111,8,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.941574400010111,0.06020191116043127,0.24743315741859553,0.8894096133059494,1
Net3,14,111,8,contaminant_status,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,-0.0,1.0,1
Net3,14,111,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9998403343887446,0.0001596783591660173,0.001604573129952205,0.9996945638195088,1
Net3,14,111,16,contaminant_status,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,-0.0,1.0,1
Net3,14,111,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9999999999544135,4.5586534548265233e-11,1.1313020213224224e-09,0.9999999999088528,1
Net3,14,111,24,contaminant_status,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,-0.0,1.0,1
Net3,15,113,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,15,113,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,15,113,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,15,113,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,15,113,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,15,113,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,15,113,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,15,113,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,15,113,16,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.30764905730938347,1.1787955699661588,0.8952967861817872,0.3231995006120229,2
Net3,15,113,16,contaminant_status,97,103;117;119;187;217,5,11,0,88.65979381443299,1,1,0.09090909090909091,2.3978952727983707,2.3978952727983707,0.0,11
Net3,15,113,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9390401839015026,0.0628970063322288,0.23139611217909478,0.8783614996387809,1
Net3,15,113,24,contaminant_status,97,103;117;119;187;217,5,11,0,88.65979381443299,1,1,0.09090909090909091,2.3978952727983707,2.3978952727983707,0.0,11
Net3,16,115,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,16,115,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,16,115,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,16,115,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,16,115,4,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.46204060033614297,0.7721025122461156,0.9044567274967736,0.024317926333480955,2
Net3,16,115,4,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,16,115,8,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.8900229050248567,0.1165080806041312,0.42304229774377883,0.8294846977356872,1
Net3,16,115,8,contaminant_status,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,-0.0,1.0,1
Net3,16,115,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9924174011713138,0.007611492885212821,0.049541061629181884,0.9875842819244404,1
Net3,16,115,16,contaminant_status,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,-0.0,1.0,1
Net3,16,115,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9913681851089416,0.008669284783148993,0.05546820887814735,0.9862860698294835,1
Net3,16,115,24,contaminant_status,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,-0.0,1.0,1
Net3,17,117,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,17,117,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,17,117,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,17,117,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,17,117,4,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.8879684015908156,0.11881912041721181,0.4396103423330383,0.8305898621000551,1
Net3,17,117,4,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,1,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,17,117,8,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9257227508515321,0.07718049429455666,0.2815653180153952,0.855953814955723,1
Net3,17,117,8,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,1,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,17,117,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9105717692580795,0.09368255891424611,0.3209741426177183,0.8263157527564889,1
Net3,17,117,16,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,1,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,17,117,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9060476033442438,0.09866343199689226,0.33309168889846974,0.8177977176582774,1
Net3,17,117,24,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,1,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,18,119,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,18,119,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,18,119,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,18,119,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,18,119,4,probability_based,97,103;117;119;187;217,5,3,0,96.90721649484536,1,0,0.316609089883854,1.1500874210065868,1.2820891357979742,0.0,3
Net3,18,119,4,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,0,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,18,119,8,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.40261998435206076,0.909762128776736,1.0665983810154633,0.09169173437577083,2
Net3,18,119,8,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,18,119,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.8939608530069736,0.11209329335017448,0.39094015814081845,0.8023054584008876,1
Net3,18,119,16,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,18,119,24,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.05472267687687754,2.9054770873307825,0.39316053986067456,0.8455414403795861,1
Net3,18,119,24,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,19,120,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,19,120,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,19,120,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,19,120,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,19,120,4,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9501187623362811,0.051168289215463555,0.20771493173094543,0.9026128242194661,1
Net3,19,120,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,19,120,8,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9998747032012487,0.00012530464905092476,0.0012532437386637324,0.9997497188633484,1
Net3,19,120,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,19,120,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.999993749257822,6.250761713941467e-06,8.115998322253346e-05,0.9999874992968891,1
Net3,19,120,16,contaminant_status,97,103;117;119;187;217,5,50,0,48.453608247422686,1,0,0.02,3.912023005428146,3.9120230054281455,0.0,50
Net3,19,120,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,1.0,-0.0,1.8555746883030326e-18,1.0,1
Net3,19,120,24,contaminant_status,97,103;117;119;187;217,5,50,0,48.453608247422686,1,0,0.02,3.912023005428146,3.9120230054281455,0.0,50
Net3,20,121,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,20,121,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,20,121,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,20,121,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,20,121,4,probability_based,97,103;117;119;187;217,5,3,0,96.90721649484536,1,1,0.316609089883854,1.1500874210065868,1.2820891357979742,0.0,3
Net3,20,121,4,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,1,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,20,121,8,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9450194867555319,0.05654973079567745,0.240692472475605,0.8977685124177548,1
Net3,20,121,8,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,1,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,20,121,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9523809523809516,0.048790164169432874,0.19144408195774837,0.904761904761904,1
Net3,20,121,16,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,1,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,20,121,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9523809523809523,0.048790164169432056,0.1914440819577174,0.9047619047619047,1
Net3,20,121,24,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,1,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,21,123,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,21,123,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,21,123,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,21,123,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,21,123,4,probability_based,97,103;117;119;187;217,5,3,0,96.90721649484536,1,0,0.316609089883854,1.1500874210065868,1.2820891357979742,0.0,3
Net3,21,123,4,contaminant_status,97,103;117;119;187;217,5,3,0,96.90721649484536,1,0,0.3333333333333333,1.0986122886681098,1.0986122886681096,0.0,3
Net3,21,123,8,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.48514455764047676,0.7233083754641407,0.7199157227482529,0.025533924086340642,2
Net3,21,123,8,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,21,123,16,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.48717948717948706,0.7191226669632063,0.6928184134311457,0.025641025641025383,2
Net3,21,123,16,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,21,123,24,probability_based,97,103;117;119;187;217,5,2,1,97.9381443298969,0,0,0.48717948717948684,0.7191226669632067,0.6928184134311288,0.025641025641026383,2
Net3,21,123,24,contaminant_status,97,103;117;119;187;217,5,2,0,97.9381443298969,1,0,0.5,0.6931471805599453,0.6931471805599453,0.0,2
Net3,22,125,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,22,125,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,22,125,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,22,125,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,22,125,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,22,125,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,22,125,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,22,125,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,22,125,16,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9090909090867716,0.09531017980887611,0.36764947753825644,0.863636363632433,1
Net3,22,125,16,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,22,125,24,probability_based,97,103;117;119;187;217,5,1,0,98.96907216494846,1,1,0.9090909090909091,0.0953101798043249,0.3676494774001423,0.8636363636363635,1
Net3,22,125,24,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,23,127,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,23,127,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,23,127,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,23,127,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,23,127,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,23,127,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,23,127,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,23,127,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,23,127,16,probability_based,97,103;117;119;187;217,5,3,1,96.90721649484536,0,0,0.32758620688580775,1.1160040314127764,1.0983166893943508,0.01724137930977865,3
Net3,23,127,16,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,23,127,24,probability_based,97,103;117;119;187;217,5,3,1,96.90721649484536,0,0,0.327586206896552,1.1160040313799782,1.0983166884877202,0.017241379310344085,3
Net3,23,127,24,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,24,129,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,24,129,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,24,129,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,24,129,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,24,129,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,24,129,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,24,129,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,24,129,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,24,129,16,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.017823707759285778,4.027225811282485,3.6784822871206604,0.015403491570856187,8
Net3,24,129,16,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,24,129,24,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.0011854039986171634,6.73767163539439,1.5438496152774073,0.015884129375829503,3
Net3,24,129,24,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,25,131,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,25,131,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,25,131,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,25,131,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,25,131,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,25,131,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,25,131,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,25,131,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,25,131,16,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.017823707759285778,4.027225811282485,3.6784822871206604,0.015403491570856187,8
Net3,25,131,16,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,25,131,24,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.0011854039986171634,6.73767163539439,1.5438496152774073,0.015884129375829503,3
Net3,25,131,24,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,26,139,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,26,139,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,26,139,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,26,139,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,26,139,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,26,139,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,26,139,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,26,139,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,26,139,16,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.017823707759285778,4.027225811282485,3.6784822871206604,0.015403491570856187,8
Net3,26,139,16,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,26,139,24,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.0011854039986171634,6.73767163539439,1.5438496152774073,0.015884129375829503,3
Net3,26,139,24,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,27,141,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,27,141,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,27,141,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,27,141,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,27,141,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,27,141,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,27,141,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,27,141,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,27,141,16,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.017823707759285778,4.027225811282485,3.6784822871206604,0.015403491570856187,8
Net3,27,141,16,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,27,141,24,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.0011854039986171634,6.73767163539439,1.5438496152774073,0.015884129375829503,3
Net3,27,141,24,contaminant_status,97,103;117;119;187;217,5,44,0,54.639175257731964,1,0,0.022727272727272728,3.784189633918261,3.7841896339182615,0.0,44
Net3,28,143,1,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,28,143,1,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,28,143,2,probability_based,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,28,143,2,contaminant_status,97,103;117;119;187;217,5,92,0,5.154639175257736,1,0,0.010869565217391304,4.5217885770490405,4.5217885770490405,0.0,92
Net3,28,143,4,probability_based,97,103;117;119;187;217,5,74,3,23.71134020618557,0,0,0.013279750642524738,4.321514912028456,4.301141909084381,0.0010008548136452057,74
Net3,28,143,4,contaminant_status,97,103;117;119;187;217,5,74,0,23.71134020618557,1,0,0.013513513513513514,4.304065093204169,4.304065093204169,0.0,74
Net3,28,143,8,probability_based,97,103;117;119;187;217,5,71,4,26.80412371134021,0,0,0.01366527690545046,4.29289719596179,4.254249438238744,0.0037967082421697176,71
Net3,28,143,8,contaminant_status,97,103;117;119;187;217,5,71,0,26.80412371134021,1,0,0.014084507042253521,4.2626798770413155,4.262679877041316,0.0,71
Net3,28,143,16,probability_based,97,103;117;119;187;217,5,44,8,54.639175257731964,0,0,0.017823707759285778,4.027225811282485,3.6784822871206604,0.015403491570856187,8
