condition,family,target,split,n,n_sensors,balanced_accuracy,macro_f1,auroc_ovr_macro,log_loss,brier
drop_PS5,drop_one,valve,valid,240,16,0.575,0.5290198828479498,0.8143287037037037,0.9467930125722458,0.5389969666666665
drop_PS5,drop_one,valve,test,360,16,0.6583333333333333,0.6473496995505945,0.8841409465020577,0.7963514536415366,0.45777453333333334
drop_PS5,drop_one,pump,train,849,16,1.0,1.0,1.0,0.00713615179970182,0.0009713828032979978
drop_PS5,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9998567708333334,0.08869702590251004,0.034729
drop_PS5,drop_one,pump,test,360,16,0.9944444444444445,0.9944443962182986,1.0,0.05109566292464351,0.016733777777777778
drop_PS6,drop_one,valve,train,849,16,1.0,1.0,1.0,0.05701733447788201,0.007946073027090694
drop_PS6,drop_one,valve,valid,240,16,0.5708333333333333,0.5230211411759286,0.8139583333333333,0.9548225135908471,0.5419502666666667
drop_PS6,drop_one,valve,test,360,16,0.6555555555555557,0.6427226273961942,0.8827469135802469,0.7955745758889298,0.4561520444444445
drop_PS6,drop_one,pump,train,849,16,1.0,1.0,1.0,0.007393129613978608,0.000945988221436985
drop_PS6,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9998177083333334,0.0884425676535929,0.032893233333333334
drop_PS6,drop_one,pump,test,360,16,0.9944444444444445,0.9944557787844209,1.0,0.05379183499636197,0.017902
drop_EPS1,drop_one,valve,train,849,16,1.0,1.0,1.0,0.05842470279569974,0.008284409893992933
drop_EPS1,drop_one,valve,valid,240,16,0.5875,0.5404336155275655,0.7938194444444444,0.986279969474863,0.5545461
drop_EPS1,drop_one,valve,test,360,16,0.6388888888888888,0.6273474477818093,0.8761368312757202,0.8183698059502851,0.4659672666666666
drop_EPS1,drop_one,pump,train,849,16,1.0,1.0,1.0,0.008246575109646942,0.001025168433451119
drop_EPS1,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9994921875,0.08381015394704586,0.0289982
drop_EPS1,drop_one,pump,test,360,16,0.9944444444444445,0.9944557787844209,1.0,0.055162769041321426,0.01622128888888889
drop_FS1,drop_one,valve,train,849,16,1.0,1.0,1.0,0.06122204473308351,0.008777564193168434
drop_FS1,drop_one,valve,valid,240,16,0.5708333333333333,0.5423670994704303,0.8128124999999999,0.9642413421890058,0.5510997666666667
drop_FS1,drop_one,valve,test,360,16,0.6055555555555555,0.5916356760798942,0.8532973251028807,0.8704372710375393,0.5058115111111111
drop_FS1,drop_one,pump,train,849,16,1.0,1.0,1.0,0.009226611189488159,0.0010767396937573618
drop_FS1,drop_one,pump,valid,240,16,0.9874999999999999,0.987549185333446,0.99953125,0.10854459754114279,0.04630433333333334
drop_FS1,drop_one,pump,test,360,16,0.9972222222222222,0.9972221739960764,1.0,0.07126582493558459,0.02426922222222222
drop_FS2,drop_one,valve,train,849,16,1.0,1.0,1.0,0.05752055809592736,0.008038134275618376
drop_FS2,drop_one,valve,valid,240,16,0.5666666666666667,0.5219347581552306,0.811886574074074,0.9405993864760885,0.5367461666666666
drop_FS2,drop_one,valve,test,360,16,0.6472222222222221,0.6356530703097565,0.8891718106995886,0.7892553323117563,0.4507466444444445
drop_FS2,drop_one,pump,train,849,16,1.0,1.0,1.0,0.007075502924118664,0.0009012579505300355
drop_FS2,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9999479166666667,0.08753981009924937,0.033673933333333336
drop_FS2,drop_one,pump,test,360,16,0.9972222222222222,0.9972221739960764,1.0,0.05045769389576014,0.01606413333333333
drop_TS1,drop_one,valve,train,849,16,1.0,1.0,1.0,0.057635466682132305,0.00805813898704358
drop_TS1,drop_one,valve,valid,240,16,0.5708333333333333,0.520555138537716,0.8123611111111111,0.9446558923669554,0.5400265333333334
drop_TS1,drop_one,valve,test,360,16,0.663888888888889,0.6515356478710282,0.8868261316872428,0.7863406063933124,0.4525475555555556
drop_TS1,drop_one,pump,train,849,16,1.0,1.0,1.0,0.006982608559308562,0.0009200188457008247
drop_TS1,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9999348958333334,0.08914664142670467,0.034481066666666664
drop_TS1,drop_one,pump,test,360,16,0.9972222222222222,0.9972221739960764,1.0,0.05234278021532718,0.017253444444444446
drop_TS2,drop_one,valve,train,849,16,1.0,1.0,1.0,0.05807611704334382,0.008149163722025912
drop_TS2,drop_one,valve,valid,240,16,0.5833333333333333,0.5319132149901381,0.8080555555555555,0.9484907914781121,0.5439617666666667
drop_TS2,drop_one,valve,test,360,16,0.6500000000000001,0.6374875128259734,0.8839711934156378,0.7965716691818732,0.45585995555555553
drop_TS2,drop_one,pump,train,849,16,1.0,1.0,1.0,0.007040238749081698,0.0009181719670200238
drop_TS2,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9995833333333334,0.08435962268243405,0.030910633333333333
drop_TS2,drop_one,pump,test,360,16,0.9944444444444445,0.9944557787844209,1.0,0.05286825516124892,0.0180324
drop_TS3,drop_one,valve,train,849,16,1.0,1.0,1.0,0.05770255706765189,0.008140833922261484
drop_TS3,drop_one,valve,valid,240,16,0.5708333333333333,0.5245538441590177,0.8098726851851852,0.9558417550677579,0.5465518
drop_TS3,drop_one,valve,test,360,16,0.6555555555555557,0.6443182455143407,0.8918106995884774,0.7754010483612319,0.4453012666666667
drop_TS3,drop_one,pump,train,849,16,1.0,1.0,1.0,0.00677968533297349,0.0008717078916372203
drop_TS3,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,1.0,0.08871170033382732,0.03570746666666667
drop_TS3,drop_one,pump,test,360,16,0.9972222222222222,0.9972221739960764,1.0,0.050760409076328034,0.017057799999999998
drop_TS4,drop_one,valve,train,849,16,1.0,1.0,1.0,0.057263017765609096,0.007950058892815077
drop_TS4,drop_one,valve,valid,240,16,0.5791666666666666,0.5376927028165968,0.8175578703703704,0.9344798373857179,0.5355312333333333
drop_TS4,drop_one,valve,test,360,16,0.6499999999999999,0.6392004585739235,0.8852314814814815,0.7915415782066606,0.45405653333333335
drop_TS4,drop_one,pump,train,849,16,1.0,1.0,1.0,0.007318567555344266,0.0009364334511189637
drop_TS4,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9999088541666667,0.09019397940416236,0.035281233333333335
drop_TS4,drop_one,pump,test,360,16,0.9972222222222222,0.9972221739960764,1.0,0.0514175562024532,0.016890422222222225
drop_VS1,drop_one,valve,train,849,16,1.0,1.0,1.0,0.05623569560640756,0.007801856301531214
drop_VS1,drop_one,valve,valid,240,16,0.5625,0.5174704724409448,0.8208564814814815,0.9316401563721152,0.5340922333333334
drop_VS1,drop_one,valve,test,360,16,0.6416666666666667,0.6294572812800454,0.8837654320987655,0.7879326993117522,0.4547732666666667
drop_VS1,drop_one,pump,train,849,16,1.0,1.0,1.0,0.007095660514448014,0.0008955005889281511
drop_VS1,drop_one,pump,valid,240,16,0.9958333333333332,0.9958331705665585,0.9998567708333334,0.09215937073930608,0.035491666666666664
drop_VS1,drop_one,pump,test,360,16,0.9972222222222222,0.9972221739960764,1.0,0.05274108922627807,0.017573422222222225
drop_SE,drop_one,valve,train,849,16,1.0,1.0,1.0,0.06471618243598758,0.00913319199057715
