dataset,model,n_test,n_errors_test,test_accuracy,auroc_meta_base,auroc_meta_iso,delta_auroc,ci_low,ci_high,p_raw,aurc_meta_base,aurc_meta_iso,delta_aurc,aurc_ci_low,aurc_ci_high,holm_rejected,holm_confirmed_gain
CREDIT,M1_logreg,6000,1137,0.8105,0.6512600938539193,0.665182283033572,0.01392218917965271,0.00551536297652469,0.022451535181160383,0.002,0.1377182538793773,0.13044764801201847,0.007270605867358837,0.0006062322904407531,0.014549435043730418,True,True
CREDIT,M2_rbf_svm,6000,1099,0.8168333333333333,0.6331068532744519,0.6394228100372823,0.006315956762830366,-0.006819253902504122,0.01866716205656883,0.334,0.1410433438195078,0.13598506049220163,0.005058283327306179,-0.0016113545439239443,0.011430107727636573,False,False
CREDIT,M3_random_forest,6000,1081,0.8198333333333333,0.7036809449059971,0.7034727619818488,-0.00020818292414825912,-0.0019692695624591887,0.001478110481514891,0.847,0.096481103854647,0.09644975631585978,3.134753878722418e-05,-0.001359607882390181,0.0012067068222184002,False,False
