design_id,design_size,b_star_equiv,q05,q10,minimum,mean,cvar05,cvar10,val_failure_rate,test_failure_rate
64,10,0.061124694376528114,0.899810791015625,24.200286865234375,0.70037841796875,384.18794113295587,0.7668994721912202,9.090367759146341,0.42857142857142855,0.4444444444444444
65,10,0.0,29.506785074869793,37.613474527994796,22.299957275390625,462.32957151330584,27.157120477585565,30.08455354023755,0.16666666666666666,0.19047619047619047
66,10,0.0,35.446868896484375,40.840301513671875,24.700164794921875,490.54629007460915,31.379421173580106,34.72760704474721,0.19047619047619047,0.1746031746031746
67,10,0.0,6.666666666666667,24.200286865234375,6.333821614583334,463.9831894903331,6.550894474637681,12.666782286108994,0.36666666666666664,0.4253968253968254
68,10,0.0,36.54022216796875,42.07977294921875,30.0994873046875,574.9582514805627,32.75720505487351,35.90729876262386,0.1,0.12380952380952381
69,10,0.061124694376528114,2.045883851892808,5.346493721008302,1.0294248076046215,61.52035364908611,1.632493584095931,2.8519373029000104,0.23809523809523808,0.24126984126984127
70,10,0.0,29.3133544921875,35.0804443359375,22.299957275390625,436.46474152730553,27.06664554656498,29.181254317120807,0.15714285714285714,0.1873015873015873
71,10,0.0,4.33349609375,12.266438802083336,4.33349609375,363.2380126658991,4.33349609375,7.032659267022358,0.4238095238095238,0.4444444444444444
72,10,0.0,27.3797607421875,37.59963989257814,14.699554443359377,556.0495148078154,23.83640592060392,27.42839782218623,0.16666666666666666,0.1619047619047619
73,10,0.0,6.666666666666667,27.440185546875,6.333821614583334,374.8116553873737,6.550894474637681,12.82126946177909,0.3,0.326984126984127
74,10,0.0,36.77963256835938,41.06033325195313,24.700164794921875,465.5217828105502,32.54616389198909,35.564225359660824,0.16666666666666666,0.1492063492063492
75,10,0.0,4.33349609375,30.2001953125,4.33349609375,408.15555513099434,4.33349609375,14.1737886177477,0.24285714285714285,0.27936507936507937
76,10,0.0,4.540252685546875,27.440185546875,4.33349609375,369.9398558724675,4.39209710984003,11.800092991774644,0.3523809523809524,0.3682539682539683
77,10,0.0,23.5400390625,28.340301513671875,16.2994384765625,242.80612170910572,20.733206612723215,23.20969744426448,0.14761904761904762,0.14603174603174604
78,10,0.0,9.739990234375002,17.650024414062504,6.500244140625,201.93887724561623,8.26201665969122,10.987865168873856,0.18571428571428572,0.2253968253968254
