year,budget,n_designs,design_criterion,endpoint,spearman_rho,endpoint_std,endpoint_n_unique
2018,8,1000,A_optimal_bayesian,recall,0.46400783625912895,0.0639189537857217,5
2018,8,1000,A_optimal_bayesian,false_forgetting_rate,-0.46400783625912895,0.0639189537857217,5
2018,8,1000,A_optimal_bayesian,false_positives,0.5013751306542481,1.9835362361197235,11
2018,8,1000,A_optimal_bayesian,delay_mean_h,-0.4901435184365325,53.29491843808452,993
2018,8,1000,A_optimal_bayesian,localisation_mean_m,0.07123498723498725,191.21409393366517,1000
2018,8,1000,A_optimal_bayesian,battledim_score_eur,0.2522652939761555,20568.5311902947,901
2018,8,1000,E_observable_subspace,recall,0.12392180001145338,0.0639189537857217,5
2018,8,1000,E_observable_subspace,false_forgetting_rate,-0.12392180001145338,0.0639189537857217,5
2018,8,1000,E_observable_subspace,false_positives,0.2594483960046775,1.9835362361197235,11
2018,8,1000,E_observable_subspace,delay_mean_h,-0.13990190283984283,53.29491843808452,993
2018,8,1000,E_observable_subspace,localisation_mean_m,-0.06509000909000909,191.21409393366517,1000
2018,8,1000,E_observable_subspace,battledim_score_eur,0.08027193946769003,20568.5311902947,901
2018,8,1000,bayesian_information_gain,recall,0.5453142099374869,0.0639189537857217,5
2018,8,1000,bayesian_information_gain,false_forgetting_rate,-0.5453142099374869,0.0639189537857217,5
2018,8,1000,bayesian_information_gain,false_positives,0.519686886886047,1.9835362361197235,11
2018,8,1000,bayesian_information_gain,delay_mean_h,-0.5357484609991789,53.29491843808452,993
2018,8,1000,bayesian_information_gain,localisation_mean_m,0.11385886185886186,191.21409393366517,1000
2018,8,1000,bayesian_information_gain,battledim_score_eur,0.35204313626984624,20568.5311902947,901
2018,8,1000,D_optimal_rank_reduced,recall,0.6515407824722785,0.0639189537857217,5
2018,8,1000,D_optimal_rank_reduced,false_forgetting_rate,-0.6515407824722785,0.0639189537857217,5
2018,8,1000,D_optimal_rank_reduced,false_positives,0.5914405366084915,1.9835362361197235,11
2018,8,1000,D_optimal_rank_reduced,delay_mean_h,-0.6320575593307682,53.29491843808452,993
2018,8,1000,D_optimal_rank_reduced,localisation_mean_m,0.1787876507876508,191.21409393366517,1000
2018,8,1000,D_optimal_rank_reduced,battledim_score_eur,0.34668262080579604,20568.5311902947,901
2018,8,1000,A_optimal_rank_reduced,recall,0.6218591162785803,0.0639189537857217,5
2018,8,1000,A_optimal_rank_reduced,false_forgetting_rate,-0.6218591162785803,0.0639189537857217,5
2018,8,1000,A_optimal_rank_reduced,false_positives,0.5535883805478893,1.9835362361197235,11
2018,8,1000,A_optimal_rank_reduced,delay_mean_h,-0.6192919642970957,53.29491843808452,993
2018,8,1000,A_optimal_rank_reduced,localisation_mean_m,0.15871379071379071,191.21409393366517,1000
2018,8,1000,A_optimal_rank_reduced,battledim_score_eur,0.2539607921325152,20568.5311902947,901
2018,8,1000,E_optimal_rank_reduced,recall,0.6112801663140555,0.0639189537857217,5
2018,8,1000,E_optimal_rank_reduced,false_forgetting_rate,-0.6112801663140555,0.0639189537857217,5
2018,8,1000,E_optimal_rank_reduced,false_positives,0.5486863910549677,1.9835362361197235,11
2018,8,1000,E_optimal_rank_reduced,delay_mean_h,-0.6220612011244865,53.29491843808452,993
2018,8,1000,E_optimal_rank_reduced,localisation_mean_m,0.15301017301017303,191.21409393366517,1000
2018,8,1000,E_optimal_rank_reduced,battledim_score_eur,0.23053124105973416,20568.5311902947,901
2018,8,1000,goal_oriented_oed,recall,0.5919867616268157,0.0639189537857217,5
2018,8,1000,goal_oriented_oed,false_forgetting_rate,-0.5919867616268157,0.0639189537857217,5
2018,8,1000,goal_oriented_oed,false_positives,0.5839612230632085,1.9835362361197235,11
2018,8,1000,goal_oriented_oed,delay_mean_h,-0.6672145382704224,53.29491843808452,993
2018,8,1000,goal_oriented_oed,localisation_mean_m,0.22249361451559804,191.21409393366517,1000
2018,8,1000,goal_oriented_oed,battledim_score_eur,0.2735980005966678,20568.5311902947,901
2018,8,1000,topological_spread,recall,0.07615473205022577,0.0639189537857217,5
2018,8,1000,topological_spread,false_forgetting_rate,-0.07615473205022577,0.0639189537857217,5
2018,8,1000,topological_spread,false_positives,0.18694648260853497,1.9835362361197235,11
2018,8,1000,topological_spread,delay_mean_h,-0.13422496422756494,53.29491843808452,993
2018,8,1000,topological_spread,localisation_mean_m,0.015796572456936404,191.21409393366517,1000
2018,8,1000,topological_spread,battledim_score_eur,0.055654782493495716,20568.5311902947,901
2018,8,1000,mean_betweenness,recall,-0.14200482928417152,0.0639189537857217,5
2018,8,1000,mean_betweenness,false_forgetting_rate,0.14200482928417152,0.0639189537857217,5
2018,8,1000,mean_betweenness,false_positives,-0.010749950676452623,1.9835362361197235,11
2018,8,1000,mean_betweenness,delay_mean_h,0.17131111290864634,53.29491843808452,993
2018,8,1000,mean_betweenness,localisation_mean_m,0.005671385671385671,191.21409393366517,1000
2018,8,1000,mean_betweenness,battledim_score_eur,-0.14104709614249425,20568.5311902947,901
2018,10,1000,B_blind_spot,recall,0.07154143539169001,0.054543560573178586,4
2018,10,1000,B_blind_spot,false_forgetting_rate,-0.07154143539169001,0.054543560573178586,4
2018,10,1000,B_blind_spot,false_positives,-0.04876836233061742,1.9192279697836834,12
2018,10,1000,B_blind_spot,delay_mean_h,-0.13220885850562059,41.83686972301323,990
2018,10,1000,B_blind_spot,localisation_mean_m,0.1776028091217007,186.73710449541238,1000
2018,10,1000,B_blind_spot,battledim_score_eur,0.03380759325703534,21249.255965003154,927
2018,10,1000,visibility_p05,recall,-0.044941733673226666,0.054543560573178586,4
2018,10,1000,visibility_p05,false_forgetting_rate,0.044941733673226666,0.054543560573178586,4
2018,10,1000,visibility_p05,false_positives,-0.04200617418800434,1.9192279697836834,12
2018,10,1000,visibility_p05,delay_mean_h,0.09058904878689003,41.83686972301323,990
2018,10,1000,visibility_p05,localisation_mean_m,-0.08087193317627274,186.73710449541238,1000
2018,10,1000,visibility_p05,battledim_score_eur,-0.15560213285289357,21249.255965003154,927
2018,10,1000,visibility_mean,recall,0.2496537755796462,0.054543560573178586,4
2018,10,1000,visibility_mean,false_forgetting_rate,-0.2496537755796462,0.054543560573178586,4
2018,10,1000,visibility_mean,false_positives,0.5698411112322147,1.9192279697836834,12
2018,10,1000,visibility_mean,delay_mean_h,-0.5761029233860113,41.83686972301323,990
2018,10,1000,visibility_mean,localisation_mean_m,0.11856561456561457,186.73710449541238,1000
2018,10,1000,visibility_mean,battledim_score_eur,0.09081377557449875,21249.255965003154,927
2018,10,1000,D_optimal_bayesian,recall,0.5406731597171075,0.054543560573178586,4
2018,10,1000,D_optimal_bayesian,false_forgetting_rate,-0.5406731597171075,0.054543560573178586,4
2018,10,1000,D_optimal_bayesian,false_positives,0.5002409029488084,1.9192279697836834,12
