year,budget,method,event,leak_type,diameter_m,failure,localisation_m,delay_h,fo_visibility_dS,fo_neg_visibility,snr,neg_snr,isolability_margin,neg_isolability_margin,smallest_sv,neg_smallest_sv
2018,4,E_optimal_observable_subspace,p31,incipient,0.016389,0,746.37275,240.0,15.218512143715426,-15.218512143715426,0.012860457886116092,-0.012860457886116092,2.1973353819815244e-06,-2.1973353819815244e-06,4.510700279522688e-05,-4.510700279522688e-05
2018,4,E_optimal_observable_subspace,p654,incipient,0.0087735,0,2014.1642500000003,257.25,5.072602020008464,-5.072602020008464,0.008696075290681107,-0.008696075290681107,4.7436127803557326e-08,-4.7436127803557326e-08,4.891237104252165e-06,-4.891237104252165e-06
2018,4,E_optimal_observable_subspace,p183,abrupt,0.015853,0,767.18975,121.33333333333333,2.728252253338596,-2.728252253338596,0.005498833755862334,-0.005498833755862334,5.287895676886478e-10,-5.287895676886478e-10,9.259578377376478e-06,-9.259578377376478e-06
2018,4,E_optimal_observable_subspace,p158,abrupt,0.019364,0,356.89074999999997,38.916666666666664,4.436083120638511,-4.436083120638511,0.008299866311554443,-0.008299866311554443,4.53280191159422e-10,-4.53280191159422e-10,1.1499713194843334e-05,-1.1499713194843334e-05
2018,4,E_optimal_observable_subspace,p369,abrupt,0.019363,0,406.80710000000005,12.083333333333334,6.473384806358562,-6.473384806358562,0.013151216889982775,-0.013151216889982775,0.0001527519927577714,-0.0001527519927577714,7.11011508420483e-06,-7.11011508420483e-06
2018,4,bayesian_information_gain,p257,incipient,0.011843,0,726.4699999999999,136.16666666666666,22.05486644072306,-22.05486644072306,0.02808141759204318,-0.02808141759204318,0.003956121925385525,-0.003956121925385525,0.00013713965939132625,-0.00013713965939132625
2018,4,bayesian_information_gain,p461,incipient,0.02132,0,1703.5344500000003,198.25,1.986131845988749,-1.986131845988749,0.003831972956874329,-0.003831972956874329,5.146724157967242e-09,-5.146724157967242e-09,6.71041162244409e-07,-6.71041162244409e-07
2018,4,bayesian_information_gain,p232,incipient,0.020108,1,,,4.091731088602473,-4.091731088602473,0.008045786360229849,-0.008045786360229849,2.8580759980911807e-10,-2.8580759980911807e-10,1.6100998991874582e-07,-1.6100998991874582e-07
2018,4,bayesian_information_gain,p427,incipient,0.0090731,0,1454.9428000000003,339.9166666666667,5.04771002466793,-5.04771002466793,0.009853290375979817,-0.009853290375979817,6.397675577085593e-07,-6.397675577085593e-07,8.06609750942309e-07,-8.06609750942309e-07
2018,4,bayesian_information_gain,p673,abrupt,0.022916,0,66.32135,23.416666666666668,8.960731797309826,-8.960731797309826,0.017739873335584105,-0.017739873335584105,3.0925623106803357e-07,-3.0925623106803357e-07,9.065602302604587e-07,-9.065602302604587e-07
2018,4,bayesian_information_gain,p810,incipient,0.010028,0,1067.8651999999997,62.083333333333336,2.9714353134592346,-2.9714353134592346,0.005499599469043585,-0.005499599469043585,2.8976876453867817e-10,-2.8976876453867817e-10,9.951370391068977e-07,-9.951370391068977e-07
2018,4,bayesian_information_gain,p628,incipient,0.022318,0,1220.1119999999996,292.1666666666667,4.307038321563885,-4.307038321563885,0.007693542780661456,-0.007693542780661456,5.081642107107598e-09,-5.081642107107598e-09,5.576827163431761e-07,-5.576827163431761e-07
2018,4,bayesian_information_gain,p538,abrupt,0.021731,0,2471.5548500000004,114.75,2.2824354018580992,-2.2824354018580992,0.004272637278711036,-0.004272637278711036,2.5416702076341835e-10,-2.5416702076341835e-10,7.431104677428866e-07,-7.431104677428866e-07
2018,4,bayesian_information_gain,p866,abrupt,0.018108,0,1312.7446499999999,224.91666666666666,1.8239180683556486,-1.8239180683556486,0.003636828225220193,-0.003636828225220193,7.96338550657083e-10,-7.96338550657083e-10,8.313211894350297e-07,-8.313211894350297e-07
2018,4,bayesian_information_gain,p31,incipient,0.016389,0,1264.9398999999999,170.75,15.512063337561457,-15.512063337561457,0.014402005980147427,-0.014402005980147427,1.857826076012703e-05,-1.857826076012703e-05,0.00029549176002270503,-0.00029549176002270503
2018,4,bayesian_information_gain,p654,incipient,0.0087735,0,1845.43415,201.83333333333334,4.326328350028235,-4.326328350028235,0.007818005351041272,-0.007818005351041272,1.8192110040615717e-09,-1.8192110040615717e-09,7.293883252011763e-07,-7.293883252011763e-07
2018,4,bayesian_information_gain,p183,abrupt,0.015853,0,767.18975,121.33333333333333,2.728252253338596,-2.728252253338596,0.005253211320346009,-0.005253211320346009,1.8146462110735229e-10,-1.8146462110735229e-10,1.2225132945825426e-06,-1.2225132945825426e-06
2018,4,bayesian_information_gain,p158,abrupt,0.019364,0,356.89074999999997,38.916666666666664,4.436083120638511,-4.436083120638511,0.007955919628814003,-0.007955919628814003,1.3228640405316128e-11,-1.3228640405316128e-11,3.9660012973698006e-07,-3.9660012973698006e-07
2018,4,bayesian_information_gain,p369,abrupt,0.019363,0,406.80710000000005,12.083333333333334,6.473384806358562,-6.473384806358562,0.012744626711013687,-0.012744626711013687,0.00015189395175352338,-0.00015189395175352338,9.38510268899896e-07,-9.38510268899896e-07
2018,4,D_optimal_rank_reduced,p257,incipient,0.011843,0,1331.0012000000002,62.25,15.375343334132701,-15.375343334132701,0.01302257894030202,-0.01302257894030202,2.602821415065293e-07,-2.602821415065293e-07,0.00014594586170643814,-0.00014594586170643814
2018,4,D_optimal_rank_reduced,p461,incipient,0.02132,0,1682.53855,42.416666666666664,7.6854789945464015,-7.6854789945464015,0.006991749876278675,-0.006991749876278675,1.5096951816784276e-05,-1.5096951816784276e-05,6.402602675378585e-06,-6.402602675378585e-06
2018,4,D_optimal_rank_reduced,p232,incipient,0.020108,1,,,4.45635745054197,-4.45635745054197,0.007451362993750417,-0.007451362993750417,2.031622205278527e-05,-2.031622205278527e-05,6.1837544599801536e-06,-6.1837544599801536e-06
2018,4,D_optimal_rank_reduced,p427,incipient,0.0090731,0,1293.8062,942.75,5.04771002466793,-5.04771002466793,0.008725279079269234,-0.008725279079269234,3.925470799071018e-05,-3.925470799071018e-05,9.404179699055195e-06,-9.404179699055195e-06
