year,predictor,n,failure_prevalence,auroc,auroc_ci_lo,auroc_ci_hi,auprc,auprc_ci_lo,auprc_ci_hi,auprc_above_prevalence,brier_rank_as_prob,spearman_vs_localisation,spearman_vs_delay
2018,fo_neg_visibility,770,0.05454545454545454,0.8214776295133438,0.7679378140093025,0.8680627507759928,0.15090896290874425,0.10311646359990191,0.21141058335041313,True,0.30069788164272904,0.08602464017413139,0.17545349601270857
2018,neg_snr,770,0.05454545454545454,0.5069335426478284,0.43102094697512094,0.5812345393599535,0.05428136353859346,0.03771702799275493,0.07859854069815993,False,0.333196568484644,0.1359543812156446,0.04747706734354529
2018,neg_isolability_margin,770,0.05454545454545454,0.5624018838304553,0.4865691915121671,0.6381703796787787,0.06677753610242744,0.04408783218744278,0.10225654520726898,False,0.3274755329844721,0.06826739048483675,0.18794434549324032
2018,neg_smallest_sv,770,0.05454545454545454,0.3139063317634746,0.22990440766915288,0.40512779611027505,0.0395343051963121,0.02774903765308638,0.05680583138213971,False,0.35310549073122866,0.013146831515160391,-0.07317235090141025
2019,fo_neg_visibility,1265,0.08695652173913043,0.477646595828414,0.43115087296107574,0.5253433010743978,0.0966931553491496,0.07280865361583279,0.1330900940576603,False,0.33718994086614673,-0.07571455601847563,0.11632416692801895
2019,neg_snr,1265,0.08695652173913043,0.7712317985045257,0.7359254953845469,0.8050922056135168,0.1711199182649748,0.1385328777965953,0.2088011674953002,True,0.2905908515705888,0.10691090900015915,0.017084831678442183
2019,neg_isolability_margin,1265,0.08695652173913043,0.5358520267611177,0.48876887504872923,0.583121893627135,0.08757793474596554,0.07114279937622663,0.10812473123230856,False,0.3279668455714324,-0.09811232719554157,0.08456463680652264
2019,neg_smallest_sv,1265,0.08695652173913043,0.45062573789846516,0.3982784339930037,0.5033162816069765,0.07445375701949888,0.06013088084773739,0.09154524651720036,False,0.3414999424796797,0.06222692414319735,-0.02766882548252758
