design_id,n_channels,noise_scale,n_scenarios_common,B_star,B_star_support,B_dynamic,B_dynamic_support,differ
108,3,2.0,524,0.20098039215686275,408,0.12668463611859837,371,True
109,3,2.0,524,0.061274509803921566,408,0.0673854447439353,371,True
110,3,2.0,524,0.5098039215686274,408,0.4636118598382749,371,True
111,3,2.0,524,0.061274509803921566,408,0.0673854447439353,371,True
112,3,2.0,524,0.061274509803921566,408,0.0673854447439353,371,True
113,3,2.0,524,0.0,408,0.0,371,True
114,3,2.0,524,0.20098039215686275,408,0.12668463611859837,371,True
115,3,2.0,524,0.18382352941176472,408,0.12668463611859837,371,True
116,3,2.0,524,0.061274509803921566,408,0.0673854447439353,371,True
117,3,2.0,524,0.18382352941176472,408,0.12668463611859837,371,True
118,3,2.0,524,0.0024509803921568627,408,0.0026954177897574125,371,True
119,3,2.0,524,0.15931372549019607,408,0.12668463611859837,371,True
0,41,4.0,524,0.051470588235294115,408,0.0,349,True
1,41,4.0,524,0.051470588235294115,408,0.0,349,True
2,41,4.0,524,0.051470588235294115,408,0.0,349,True
3,41,4.0,524,0.051470588235294115,408,0.0,349,True
4,41,4.0,524,0.051470588235294115,408,0.0,349,True
5,41,4.0,524,0.051470588235294115,408,0.0,349,True
6,41,4.0,524,0.051470588235294115,408,0.0,349,True
7,41,4.0,524,0.051470588235294115,408,0.0,349,True
8,41,4.0,524,0.051470588235294115,408,0.0,349,True
9,41,4.0,524,0.051470588235294115,408,0.0,349,True
10,41,4.0,524,0.051470588235294115,408,0.0,349,True
11,41,4.0,524,0.051470588235294115,408,0.0,349,True
12,41,4.0,524,0.051470588235294115,408,0.0,349,True
13,41,4.0,524,0.051470588235294115,408,0.0,349,True
14,41,4.0,524,0.051470588235294115,408,0.0,349,True
15,41,4.0,524,0.051470588235294115,408,0.0,349,True
16,41,4.0,524,0.051470588235294115,408,0.0,349,True
17,41,4.0,524,0.051470588235294115,408,0.0,349,True
18,41,4.0,524,0.051470588235294115,408,0.0,349,True
19,41,4.0,524,0.051470588235294115,408,0.0,349,True
20,24,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
21,24,4.0,524,0.056372549019607844,408,0.0028653295128939827,349,True
22,24,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
23,24,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
24,24,4.0,524,0.056372549019607844,408,0.0,349,True
25,24,4.0,524,0.056372549019607844,408,0.0028653295128939827,349,True
26,24,4.0,524,0.051470588235294115,408,0.0,349,True
27,24,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
28,24,4.0,524,0.051470588235294115,408,0.0,349,True
29,24,4.0,524,0.051470588235294115,408,0.0,349,True
30,24,4.0,524,0.056372549019607844,408,0.0,349,True
31,24,4.0,524,0.056372549019607844,408,0.0028653295128939827,349,True
32,24,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
33,24,4.0,524,0.056372549019607844,408,0.0,349,True
34,24,4.0,524,0.061274509803921566,408,0.0,349,True
35,24,4.0,524,0.06372549019607843,408,0.011461318051575931,349,True
36,24,4.0,524,0.051470588235294115,408,0.0,349,True
37,24,4.0,524,0.056372549019607844,408,0.0028653295128939827,349,True
38,24,4.0,524,0.051470588235294115,408,0.0,349,True
39,24,4.0,524,0.06862745098039216,408,0.011461318051575931,349,True
40,16,4.0,524,0.056372549019607844,408,0.0,349,True
41,16,4.0,524,0.07352941176470588,408,0.011461318051575931,349,True
42,16,4.0,524,0.061274509803921566,408,0.0,349,True
43,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
44,16,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
45,16,4.0,524,0.056372549019607844,408,0.0028653295128939827,349,True
46,16,4.0,524,0.056372549019607844,408,0.0028653295128939827,349,True
47,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
48,16,4.0,524,0.07352941176470588,408,0.011461318051575931,349,True
49,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
50,16,4.0,524,0.061274509803921566,408,0.0,349,True
51,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
52,16,4.0,524,0.056372549019607844,408,0.0,349,True
53,16,4.0,524,0.061274509803921566,408,0.0,349,True
54,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
55,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
56,16,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
57,16,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
58,16,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
59,16,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
60,10,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
61,10,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
62,10,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
63,10,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
64,10,4.0,524,0.07352941176470588,408,0.011461318051575931,349,True
65,10,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
66,10,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
