budget,noise,demand,seed,method,false_forgetting_rate,recall,precision,f1,false_positives,battledim_score_eur
4,1.0,0.0,2,bayesian_information_gain,0.08695652173913049,0.9130434782608695,0.5121951219512195,0.6562499999999999,20,113312.12
4,1.0,0.0,2,D_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4666666666666667,0.6176470588235294,24,91316.41
4,1.0,0.0,2,A_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.525,0.6666666666666667,19,107976.32
4,1.0,0.0,2,E_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4883720930232558,0.6363636363636364,22,104475.97
4,1.0,0.0,2,goal_oriented_oed,0.08695652173913049,0.9130434782608695,0.5121951219512195,0.6562499999999999,20,107697.16
4,1.0,0.0,2,topological_dispersion,0.08695652173913049,0.9130434782608695,0.4883720930232558,0.6363636363636364,22,91141.69
4,1.0,0.0,2,centrality,0.08695652173913049,0.9130434782608695,0.5675675675675675,0.6999999999999998,16,19899.39
4,1.0,0.0,3,FO,0.08695652173913049,0.9130434782608695,0.525,0.6666666666666667,19,27868.82
4,1.0,0.0,3,D_optimal_bayesian,0.04347826086956519,0.9565217391304348,0.5116279069767442,0.6666666666666667,21,113797.02
4,1.0,0.0,3,A_optimal_bayesian,0.04347826086956519,0.9565217391304348,0.5116279069767442,0.6666666666666667,21,113797.02
4,1.0,0.0,3,E_optimal_observable_subspace,0.04347826086956519,0.9565217391304348,0.5238095238095238,0.6769230769230768,20,102773.97
4,1.0,0.0,3,bayesian_information_gain,0.04347826086956519,0.9565217391304348,0.5116279069767442,0.6666666666666667,21,113797.02
4,1.0,0.0,3,D_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.45652173913043476,0.608695652173913,25,113068.52
4,1.0,0.0,3,A_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4883720930232558,0.6363636363636364,22,35856.83
4,1.0,0.0,3,E_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.4888888888888889,0.6470588235294117,23,103739.64
4,1.0,0.0,3,goal_oriented_oed,0.08695652173913049,0.9130434782608695,0.4772727272727273,0.6268656716417911,23,136926.42
4,1.0,0.0,3,topological_dispersion,0.04347826086956519,0.9565217391304348,0.4888888888888889,0.6470588235294117,23,62804.97
4,1.0,0.0,3,centrality,0.08695652173913049,0.9130434782608695,0.5675675675675675,0.6999999999999998,16,49395.02
4,1.0,0.0,4,FO,0.08695652173913049,0.9130434782608695,0.5384615384615384,0.6774193548387096,18,32467.3
4,1.0,0.0,4,D_optimal_bayesian,0.08695652173913049,0.9130434782608695,0.4883720930232558,0.6363636363636364,22,84471.45
4,1.0,0.0,4,A_optimal_bayesian,0.08695652173913049,0.9130434782608695,0.4883720930232558,0.6363636363636364,22,84471.45
4,1.0,0.0,4,E_optimal_observable_subspace,0.08695652173913049,0.9130434782608695,0.5121951219512195,0.6562499999999999,20,91979.19
4,1.0,0.0,4,bayesian_information_gain,0.08695652173913049,0.9130434782608695,0.4883720930232558,0.6363636363636364,22,84471.45
4,1.0,0.0,4,D_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.44680851063829785,0.6,26,45404.88
4,1.0,0.0,4,A_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.5,0.6461538461538461,21,33646.47
4,1.0,0.0,4,E_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.4888888888888889,0.6470588235294117,23,83508.17
4,1.0,0.0,4,goal_oriented_oed,0.08695652173913049,0.9130434782608695,0.4772727272727273,0.6268656716417911,23,128991.79
4,1.0,0.0,4,topological_dispersion,0.08695652173913049,0.9130434782608695,0.4772727272727273,0.6268656716417911,23,117176.89
4,1.0,0.0,4,centrality,0.08695652173913049,0.9130434782608695,0.5384615384615384,0.6774193548387096,18,22372.93
